fund_name,cik,company,ticker,cusip,shares,value,weight,ownership,date,filing_date,industry
Avoro Capital Advisors LLC,0001633313,ULTRAGENYX PHARMACEUTICAL INC,RARE,90400D108,830000,34918100,0.4939,0.8692,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Avoro Capital Advisors LLC,0001633313,TAYSHA GENE THERAPIES INC,TSHA,877619106,19999999,34599998,0.4894,7.4676,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Avoro Capital Advisors LLC,0001633313,89BIO INC,ETNB,282559103,4100000,32062000,0.4535,3.8291,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Avoro Capital Advisors LLC,0001633313,MONTE ROSA THERAPEUTICS INC,GLUE,61225M102,4345000,30154300,0.4265,5.298,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Avoro Capital Advisors LLC,0001633313,SYNDAX PHARMACEUTICALS INC,SNDX,87164F105,2275000,30075500,0.4254,2.6629,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Avoro Capital Advisors LLC,0001633313,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,3500000,25900000,0.3663,1.1541,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Avoro Capital Advisors LLC,0001633313,SEPTERNA INC,,81734D104,1110000,25419000,0.3595,0.0,2024-12-31,2025-02-14,
Avoro Capital Advisors LLC,0001633313,AUTOLUS THERAPEUTICS PLC,AUTL,05280R100,9910642,23290009,0.3294,3.7246,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Avoro Capital Advisors LLC,0001633313,CG ONCOLOGY INC,CGON,156944100,700000,20076000,0.284,1.0425,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Avoro Capital Advisors LLC,0001633313,KURA ONCOLOGY INC,KURA,50127T109,2250000,19597500,0.2772,2.5877,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Avoro Capital Advisors LLC,0001633313,ROCKET PHARMACEUTICALS INC,RCKT,77313F106,1200000,15084000,0.2134,1.2744,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Avoro Capital Advisors LLC,0001633313,OLEMA PHARMACEUTICALS INC,OLMA,68062P106,1651982,9631055,0.1362,2.8849,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Avoro Capital Advisors LLC,0001633313,AADI BIOSCIENCES INC,AADI,00032Q104,2849402,8989863,0.1272,10.5372,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Avoro Capital Advisors LLC,0001633313,INSMED INC,,457669957,0,0,0.0,0.0,2024-12-31,2025-02-14,
Avoro Capital Advisors LLC,0001633313,NEUROGENE INC,NGNE,64135M105,0,0,0.0,0.0,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Avoro Capital Advisors LLC,0001633313,DYNE THERAPEUTICS INC.,DYN,26818M108,0,0,0.0,0.0,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Avoro Capital Advisors LLC,0001633313,SPYRE THERAPEUTICS INC,SYRE,00773J202,0,0,0.0,0.0,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,Incyte Corporation,INCY,45337C102,30739466,2123174917,22.6799,15.9579,2024-12-31,2025-02-14,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH
Baker Bros. Advisors LP,0001263508,"BeiGene, Ltd.",BGNE,07725L102,9531880,1760633555,18.8072,9.0005,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,ACADIA Pharmaceuticals Inc.,ACAD,004225108,42877916,786809759,8.4047,25.8341,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,"Madrigal Pharmaceuticals, Inc.",MDGL,558868105,1974590,609299236,6.5086,9.0803,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,Summit Therapeutics Inc.,SMMT,86627T108,24424865,435861716,4.6559,3.3613,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,"Revolution Medicines, Inc.",RVMD,76155X100,7936972,347163155,3.7084,4.7571,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Baker Bros. Advisors LP,0001263508,Insmed Incorporated,INSM,457669307,5006863,345673822,3.6925,2.8821,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,"Rhythm Pharmaceuticals, Inc.",RYTM,76243J105,6084249,340596259,3.6383,9.9383,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,"Kymera Therapeutics, Inc.",KYMR,501575104,5995929,241216224,2.5767,7.8763,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Baker Bros. Advisors LP,0001263508,Kodiak Sciences Inc.,KOD,50015M109,17310490,172239376,1.8399,32.8996,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Baker Bros. Advisors LP,0001263508,"Edgewise Therapeutics, Inc.",EWTX,28036F105,6155940,164363598,1.7557,6.5619,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,Bicycle Therapeutics plc,BCYC,088786108,10885357,152394998,1.6279,15.7784,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,"Replimune Group, Inc.",REPL,76029N106,11045336,133759019,1.4288,13.2281,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Baker Bros. Advisors LP,0001263508,Alkermes plc,ALKS,G01767105,4181751,120267159,1.2847,2.5597,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,Insmed Incorporated,,457669AB5,42850000,92928709,0.9927,0.0,2024-12-31,2025-02-14,
Baker Bros. Advisors LP,0001263508,"Entrada Therapeutics, Inc.",TRDA,29384C108,4865819,84130011,0.8987,11.976,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,AbCellera Biologics Inc.,ABCL,00288U106,27525640,80650125,0.8615,9.3354,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,Denali Therapeutics Inc.,DNLI,24823R105,3731695,76051944,0.8124,2.2021,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Baker Bros. Advisors LP,0001263508,"Nurix Therapeutics, Inc.",NRIX,67080M103,3882125,73139235,0.7813,5.7838,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,argenx SE,ARGX,04016X101,111904,68820960,0.7351,0.1862,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Baker Bros. Advisors LP,0001263508,Ultragenyx Pharmaceutical Inc.,RARE,90400D108,1576114,66307116,0.7083,1.6505,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,"Kiniksa Pharmaceuticals International, plc",KNSA,G52694109,2818323,55746429,0.5955,3.9459,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,Immatics N.V.,IMTX,N44445109,7275830,51731151,0.5526,6.8632,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Baker Bros. Advisors LP,0001263508,CRISPR Therapeutics AG,CRSP,H17182108,1308011,51483313,0.5499,1.5346,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Baker Bros. Advisors LP,0001263508,"Stoke Therapeutics, Inc.",STOK,86150R107,4633838,51111233,0.546,8.2246,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,Immunocore Holdings plc,IMCR,45258D105,1515318,44701881,0.4775,3.0293,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Baker Bros. Advisors LP,0001263508,Roivant Sciences Ltd.,ROIV,G76279101,3767773,44572755,0.4761,0.5213,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,"Sera Prognostics, Inc.",SERA,81749D107,5434399,44236008,0.4725,16.2111,2024-12-31,2025-02-14,SERVICES-MEDICAL LABORATORIES
Baker Bros. Advisors LP,0001263508,"Immunovant, Inc.",IMVT,45258J102,1707881,42304212,0.4519,1.1624,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Baker Bros. Advisors LP,0001263508,Xenon Pharmaceuticals Inc.,XENE,98420N105,993679,38952217,0.4161,1.2752,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,Celcuity Inc.,CELC,15102K100,2678553,35062259,0.3745,6.2593,2024-12-31,2025-02-14,SERVICES-MEDICAL LABORATORIES
Baker Bros. Advisors LP,0001263508,"Monte Rosa Therapeutics, Inc.",GLUE,61225M102,4916095,34117699,0.3644,5.9944,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Baker Bros. Advisors LP,0001263508,"Akero Therapeutics, Inc.",AKRO,00973Y108,1097082,30520821,0.326,1.5799,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,Cerus Corporation,CERS,157085101,19477339,29995102,0.3204,10.5042,2024-12-31,2025-02-14,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
Baker Bros. Advisors LP,0001263508,"Ionis Pharmaceuticals, Inc.",,462222AF7,30000000,29543640,0.3156,0.0,2024-12-31,2025-02-14,
Baker Bros. Advisors LP,0001263508,"GRAIL, Inc.",GRAL,384747101,1630125,29097731,0.3108,5.1133,2024-12-31,2025-02-14,SERVICES-MEDICAL LABORATORIES
Baker Bros. Advisors LP,0001263508,"IDEAYA Biosciences, Inc.",IDYA,45166A102,1062123,27296561,0.2916,1.2323,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,"Krystal Biotech, Inc.",KRYS,501147102,169934,26621860,0.2844,0.5918,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Baker Bros. Advisors LP,0001263508,"Candel Therapeutics, Inc.",CADL,137404109,2981983,25883612,0.2765,9.3147,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Baker Bros. Advisors LP,0001263508,"Praxis Precision Medicines, Inc.",PRAX,74006W207,331533,25514780,0.2726,1.7556,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,"IGM Biosciences, Inc.",IGMS,449585108,4094304,25016197,0.2672,6.7498,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,Centessa Pharmaceuticals plc,CNTA,152309100,1227178,20555232,0.2196,1.0556,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,Merus N.V.,MRUS,N5749R100,450000,18922500,0.2021,0.6593,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,"Dyne Therapeutics, Inc.",DYN,26818M108,672096,15834582,0.1691,0.6662,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,Neurogene Inc.,NGNE,64135M105,674450,15417927,0.1647,3.9782,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,"Xencor, Inc.",XNCR,98401F105,670431,15406504,0.1646,1.0472,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,Bicara Therapeutics Inc.,BCAX,055477103,833333,14516661,0.1551,1.5316,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,Prelude Therapeutics Inc.,PRLD,74065P101,10123824,12907876,0.1379,13.3461,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,"Ionis Pharmaceuticals, Inc.",IONS,462222100,357915,12512708,0.1337,0.2409,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,Alumis Inc.,ALMS,022307102,1562500,12281250,0.1312,2.9069,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,"Neumora Therapeutics, Inc.",NMRA,640979100,1034600,10966760,0.1171,0.6492,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Baker Bros. Advisors LP,0001263508,"Design Therapeutics, Inc.",DSGN,25056L103,1743725,10758783,0.1149,3.0815,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,Structure Therapeutics Inc.,GPCR,86366E106,361565,9805643,0.1047,0.229,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,"Verve Therapeutics, Inc.",VERV,92539P101,1691530,9540229,0.1019,2.0083,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,Opthea Limited,OPT,68386J208,2173622,8536900,0.0912,2.7247,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Baker Bros. Advisors LP,0001263508,"TScan Therapeutics, Inc.",TCRX,89854M101,2784792,8465768,0.0904,2.3461,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Baker Bros. Advisors LP,0001263508,"KALA BIO, Inc.",KALA,483119202,1201894,8341144,0.0891,25.6016,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,"Vir Biotechnology, Inc.",VIR,92764N102,1084539,7960516,0.085,0.7936,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Baker Bros. Advisors LP,0001263508,"Mirum Pharmaceuticals, Inc.",MIRM,604749101,190476,7876183,0.0841,0.3986,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,"Arvinas, Inc.",ARVN,04335A105,405576,7774892,0.0831,0.5625,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,"Intellia Therapeutics, Inc.",NTLA,45826J105,644116,7510393,0.0802,0.6377,2024-12-31,2025-02-14,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES
Baker Bros. Advisors LP,0001263508,"2seventy bio, Inc.",TSVT,901384107,2497526,7342726,0.0784,4.7788,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,"Taysha Gene Therapies, Inc.",TSHA,877619106,4004756,6928228,0.074,1.4953,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Baker Bros. Advisors LP,0001263508,"Celldex Therapeutics, Inc.",CLDX,15117B202,247644,6257964,0.0668,0.3736,2024-12-31,2025-02-14,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES
Baker Bros. Advisors LP,0001263508,"Biomea Fusion, Inc.",BMEA,09077A106,1451990,5633721,0.0602,4.0087,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,"Fate Therapeutics, Inc.",FATE,31189P102,3258402,5376363,0.0574,2.7668,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Baker Bros. Advisors LP,0001263508,BioNTech SE,BNTX,09075V102,45031,5131282,0.0548,0.0188,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Baker Bros. Advisors LP,0001263508,"Disc Medicine, Inc.",IRON,254604101,77050,4884970,0.0522,0.2574,2024-12-31,2025-02-14,BLANK CHECKS
Baker Bros. Advisors LP,0001263508,"Relay Therapeutics, Inc.",RLAY,75943R102,1160117,4779682,0.0511,0.8273,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Baker Bros. Advisors LP,0001263508,"Contineum Therapeutics, Inc.",CTNM,21217B100,312500,4578125,0.0489,1.6147,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,DBV Technologies S.A.,,23306J309,1461425,4515803,0.0482,0.0,2024-12-31,2025-02-14,
Baker Bros. Advisors LP,0001263508,Sagimet Biosciences Inc.,SGMT,786700104,952996,4288482,0.0458,3.0398,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,Wave Life Sciences Ltd.,WVE,Y95308105,344063,4256059,0.0455,0.2618,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,"Skye Bioscience, Inc.",SKYE,83086J200,1450638,4105306,0.0439,3.9758,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,"Vaxcyte, Inc.",PCVX,92243G108,48885,4001726,0.0427,0.0395,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Baker Bros. Advisors LP,0001263508,"Sana Biotechnology, Inc.",SANA,799566104,2380949,3880947,0.0415,1.0114,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Baker Bros. Advisors LP,0001263508,"Leap Therapeutics, Inc.",LPTX,52187K200,1172175,3370003,0.036,3.1216,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,"Aligos Therapeutics, Inc.",ALGS,01626L204,83055,3308911,0.0353,1.3258,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Baker Bros. Advisors LP,0001263508,"Prime Medicine, Inc.",PRME,74168J101,1028466,3003121,0.0321,0.8629,2024-12-31,2025-02-14,
Baker Bros. Advisors LP,0001263508,"Protara Therapeutics, Inc.",TARA,74365U107,536832,2834473,0.0303,2.4041,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Baker Bros. Advisors LP,0001263508,"Enliven Therapeutics, Inc.",ELVN,29337E102,114833,2583743,0.0276,0.2379,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,Arcturus Therapeutics Holdings Inc.,ARCT,03969T109,151329,2568053,0.0274,0.5592,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,"Compass Therapeutics, Inc.",CMPX,20454B104,1557630,2258564,0.0241,1.1321,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Baker Bros. Advisors LP,0001263508,Generation Bio Co.,GBIO,37148K100,1944945,2061642,0.022,2.9143,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,HOOKIPA Pharma Inc.,HOOK,43906K209,812814,1633756,0.0175,6.4824,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,"Mersana Therapeutics, Inc.",MRSN,59045L106,1086115,1553144,0.0166,0.885,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,"vTv Therapeutics, Inc.",VTVT,918385204,97314,1343780,0.0144,1.6862,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,"Rocket Pharmaceuticals, Inc.",RCKT,77313F106,97079,1220283,0.013,0.1031,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,"PTC Therapeutics, Inc.",PTCT,69366J200,20400,920856,0.0098,0.0265,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,"Century Therapeutics, Inc.",IPSC,15673T100,797460,805435,0.0086,0.9415,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Baker Bros. Advisors LP,0001263508,"PMV Pharmaceuticals, Inc.",PMVP,69353Y103,322024,486256,0.0052,0.6244,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,"Acrivon Therapeutics, Inc.",ACRV,004890109,52885,318368,0.0034,0.1388,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,Foghorn Therapeutics Inc.,FHTX,344174107,45027,212527,0.0023,0.0719,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,"Tyra Biosciences, Inc.",TYRA,90240B106,10607,147437,0.0016,0.018,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
